"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/labels/AnomalyDetectionArchetypeAuthority.cypher"
"axon-common-5.0.2","TypeReference","org.axonframework.common.TypeReference",34.54492687485094,4.844291667165814,0.4456030271819367,1,""
"axon-common-5.0.2","TypeReference$1","org.axonframework.common.TypeReference$1",14.830488999936103,1.3060476042775642,0.29029184686529097,2,""
"axon-common-5.0.2","TypeReference$2","org.axonframework.common.TypeReference$2",14.830488999936103,1.3060476042775642,0.29029184686529097,3,""
"axon-common-5.0.2","DescribableComponent","org.axonframework.common.infra.DescribableComponent",12.293114202467702,1.7539541925592246,0.16362219652754853,4,""
"axon-common-5.0.2","ComponentDescriptor","org.axonframework.common.infra.ComponentDescriptor",12.20360016496919,1.5666805380251019,0.18313672402475964,5,""
"axon-common-5.0.2","AxonException","org.axonframework.common.AxonException",9.402185518695699,1.5439073244249497,0.10437776216255745,6,""
"axon-messaging-5.0.2","Metadata","org.axonframework.messaging.core.Metadata",7.979035944883847,1.2102650112849476,0.10240427027860566,7,""
"axon-messaging-5.0.2","Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata$MetadataCollector",6.9316050935977085,0.5515583293167914,0.14974462523961748,8,""
"axon-common-5.0.2","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",6.473626453876234,1.376772217474876,0.03897137072721485,9,""
"axon-common-5.0.2","StringUtils","org.axonframework.common.StringUtils",5.8922280466786425,1.0195630142594467,0.06425425403888094,10,""
