"codeUnitName","shortCodeUnitName","projectName","pageToArticleRankSign","pageToArticleRankDifferenceZScore","pageToArticleRankDifference","pageRank","articleRank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionPotentialImbalancedRoles.cypher"
"org.axonframework.common.TypeReference","TypeReference","axon-common-5.0.1",1,21.381497220772044,29.746995593986355,34.57633260052815,4.829337006541791,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","axon-messaging-5.0.1",1,9.955852052382346,13.987179709621794,21.39135262878554,7.404172919163747,""
"org.axonframework.common.TypeReference$2","TypeReference$2","axon-common-5.0.1",1,9.634046305846645,13.543301115355252,14.843833201658304,1.3005320863030527,""
"org.axonframework.common.TypeReference$1","TypeReference$1","axon-common-5.0.1",1,9.634046305846645,13.543301115355252,14.843833201658304,1.3005320863030527,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","axon-common-5.0.1",1,7.365560446489343,10.414294485719626,11.890884182582418,1.4765896968627925,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","axon-common-5.0.1",1,7.340321041083997,10.379480838318816,12.02926602910772,1.6497851907889034,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","axon-messaging-5.0.1",1,6.873018791059109,9.734913523808078,17.104487423340387,7.369573899532309,""
"org.axonframework.messaging.core.Message","Message","axon-messaging-5.0.1",1,6.764049296762939,9.584607861255984,18.20420407340621,8.619596212150226,""
"org.axonframework.common.AxonException","AxonException","axon-common-5.0.1",1,5.505615434213165,7.848803389460949,9.385056520897795,1.5362531314368453,""
"org.axonframework.messaging.core.Metadata","Metadata","axon-messaging-5.0.1",1,4.7831381336870145,6.852263669461086,8.067559498840005,1.2152958293789184,""
"org.axonframework.messaging.core.Metadata$MetadataCollector","Metadata$MetadataCollector","axon-messaging-5.0.1",1,4.494808579589914,6.454560028255532,7.006841190053884,0.5522811617983518,""
"org.axonframework.conversion.Converter","Converter","axon-conversion-5.0.1",1,4.272592298737563,6.148048875394755,10.560490780876522,4.412441905481767,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-common-5.0.1",1,3.5113103578336546,5.097984476586874,6.467258723614442,1.3692742470275683,""
"org.axonframework.common.StringUtils","StringUtils","axon-common-5.0.1",1,3.4570908411284593,5.023197487491751,6.049967552096882,1.026770064605131,""
"org.axonframework.messaging.core.Context","Context","axon-messaging-5.0.1",1,3.345700776089345,4.869553041992902,8.11419577182722,3.2446427298343172,""
"org.axonframework.common.configuration.Configuration","Configuration","axon-common-5.0.1",1,3.3449580170123334,4.868528526866831,7.451358382350878,2.582829855484047,""
"org.axonframework.common.annotation.Internal","Internal","axon-common-5.0.1",1,3.023644912534337,4.425329452050778,6.2061890032896025,1.780859551238825,""
"org.axonframework.common.configuration.ComponentNotFoundException","ComponentNotFoundException","axon-common-5.0.1",1,2.711898194646081,3.9953256488461757,4.91084741556248,0.9155217667163041,""
"org.axonframework.eventsourcing.eventstore.Position","Position","axon-eventsourcing-5.0.1",1,2.244401190581213,3.3504897028693295,4.015643778385784,0.6651540755164547,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition","axon-eventsourcing-5.0.1",1,2.167444989038004,3.2443411616178985,3.5630215198265893,0.3186803582086908,""
