"codeUnitName","shortCodeUnitName","projectName","betweenness","articleRank","degree","incomingDependencies","outgoingDependencies","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionDependencyHungryOrchestrators.cypher"
"org.axonframework.messaging.Message","Message","axon-messaging-4.12.1",5994.607142857143,10.534634391266625,210,207,3,""
"org.axonframework.serialization.Serializer","Serializer","axon-messaging-4.12.1",1761.6666666666667,5.660554905352522,128,125,3,""
"org.axonframework.eventhandling.EventMessage","EventMessage","axon-messaging-4.12.1",764.8333333333334,4.592761416209258,165,164,1,""
"org.axonframework.serialization.SerializedObject","SerializedObject","axon-messaging-4.12.1",1859.7499999999998,4.53068050770805,66,65,1,""
"org.axonframework.common.BuilderUtils","BuilderUtils","axon-messaging-4.12.1",770.45,3.5977431411404326,117,114,3,""
"org.axonframework.messaging.MetaData","MetaData","axon-messaging-4.12.1",1743,3.1059399547102244,90,88,2,""
"org.axonframework.serialization.SerializedType","SerializedType","axon-messaging-4.12.1",1394.7000000000003,2.760934864609894,52,51,1,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","axon-messaging-4.12.1",561.7666666666667,2.683407603726219,115,114,1,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","axon-messaging-4.12.1",563.8666666666667,2.5282246786759295,87,86,1,""
"org.axonframework.config.Configuration","Configuration","axon-configuration-4.12.1",7064.165476190477,1.4926947584416954,84,51,33,""
"org.axonframework.messaging.unitofwork.UnitOfWork","UnitOfWork","axon-messaging-4.12.1",5255.525,1.270052333560512,68,57,11,""
"org.axonframework.messaging.ResultMessage","ResultMessage","axon-messaging-4.12.1",1819.7499999999998,1.2252093602271943,30,25,5,""
"org.axonframework.axonserver.connector.AxonServerConfiguration","AxonServerConfiguration","axon-server-connector-4.12.1",508,0.8971793297287429,35,28,7,""
"org.axonframework.commandhandling.CommandCallback","CommandCallback","axon-messaging-4.12.1",677.5833333333334,0.8740667865201646,39,36,3,""
"org.axonframework.commandhandling.CommandResultMessage","CommandResultMessage","axon-messaging-4.12.1",546.2833333333333,0.8329448685543241,30,28,2,""
"org.axonframework.serialization.Converter","Converter","axon-messaging-4.12.1",826.1666666666667,0.8211933475161796,18,16,2,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream","DomainEventStream","axon-eventsourcing-4.12.1",3265.5095238095255,0.8037225133066958,31,24,7,""
"org.axonframework.serialization.SimpleSerializedType","SimpleSerializedType","axon-messaging-4.12.1",525.8833333333333,0.7517845789535103,13,11,2,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","axon-messaging-4.12.1",1085,0.6442005619932847,31,27,4,""
"org.axonframework.eventhandling.EventBus","EventBus","axon-messaging-4.12.1",493.02222222222224,0.5501813348240383,40,37,3,""
