"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"/axon-messaging-5.1.1.jar","axon-messaging-5.1.1",0,"4",0,"4",0,0,0,0,5,2,,7,2,""
"/axon-update-5.1.1.jar","axon-update-5.1.1",0,"4",0,"4",0,1,0,0,1,1,,0,1,""
"/axon-server-connector-5.1.1.jar","axon-server-connector-5.1.1",0,"4",0,"4",0,2,0,0,5,4,,1,5,""
"/axon-conversion-5.1.1.jar","axon-conversion-5.1.1",0,"4",0,"4",0,3,0,0,5,1,,5,1,""
"/axon-common-5.1.1.jar","axon-common-5.1.1",0,"4",0,"4",0,4,0,0,5,0,,10,0,""
"/axon-eventsourcing-5.1.1.jar","axon-eventsourcing-5.1.1",0,"4",0,"4",0,5,0,0,5,3,,2,4,""
"/axon-tracing-opentelemetry-5.1.1.jar","axon-tracing-opentelemetry-5.1.1",0,"4",0,"4",0,6,0,0,2,4,,0,2,""
"/axon-test-5.1.1.jar","axon-test-5.1.1",0,"4",0,"4",0,7,0,0,3,1,,0,3,""
"/axon-modelling-5.1.1.jar","axon-modelling-5.1.1",0,"4",0,"4",0,8,0,0,5,1,,2,3,""
"/axon-metrics-micrometer-5.1.1.jar","axon-metrics-micrometer-5.1.1",0,"4",0,"4",0,9,0,0,2,1,,0,2,""
"/axoniq-spring-boot-autoconfigure-5.1.1.jar","axoniq-spring-boot-autoconfigure-5.1.1",0,"4",0,"4",0,10,0,0,4,3,,0,4,""
