"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.test","test",0,"1,45",0,"1,26",,0,0,5,12,8,13,""
"org.axonframework.test.fixture","fixture",0,"1,45",0,"1,26",,0,0,10,4,134,1079,""
"org.axonframework.test.extension","extension",0,"1,45",0,"1,26",,0,0,4,2,5,11,""
"org.axonframework.test.util","util",1,"74,74",1,"74,14",,0,0,8,2,23,164,""
"org.axonframework.test.server","server",2,"114,33",2,"114,12",,0,1,2,4,3,2,""
"org.axonframework.test.matchers","matchers",0,"1,45",0,"1,26",,0,0,5,13,35,47,""
"org.axonframework.common","common",3,"6,112",2,"101,12",,0,0,11,8,977,31,""
"org.axonframework.common.io","io",1,"10,74",2,"101,12",,0,0,2,12,2,0,""
"org.axonframework.common.annotation","annotation",4,"75,75",1,"46,14",,0,0,11,10,2579,3,""
"org.axonframework.common.jdbc","jdbc",5,"60,60",3,"61,4",,0,0,6,19,21,19,""
"org.axonframework.common.util","util",1,"10,74",2,"101,12",,0,0,5,15,12,3,""
"org.axonframework.common.property","property",1,"109,74",1,"110,14",,0,0,4,0,19,15,""
"org.axonframework.common.caching","caching",3,"6,112",2,"101,12",,0,0,1,13,22,43,""
"org.axonframework.common.tx","tx",5,"60,60",3,"61,4",,0,0,6,3,10,6,""
"org.axonframework.common.digest","digest",3,"6,112",2,"101,12",,0,0,1,5,0,1,""
"org.axonframework.common.infra","infra",1,"74,74",4,"89,1",,0,0,11,12,1378,27,""
"org.axonframework.common.lifecycle","lifecycle",1,"74,74",2,"101,12",,0,0,4,16,8,4,""
"org.axonframework.common.lock","lock",3,"6,112",2,"101,12",,0,0,1,1,17,21,""
"org.axonframework.common.jpa","jpa",2,"117,33",5,"117,3",,0,0,6,3,10,14,""
"org.axonframework.common.configuration","configuration",3,"89,112",4,"89,1",,0,0,11,1,3727,283,""
"org.axonframework.common.function","function",5,"60,60",3,"61,4",,0,0,5,10,6,0,""
"org.axonframework.extension.tracing.opentelemetry","opentelemetry",1,"91,74",2,"91,14",,0,0,3,3,5,37,""
"org.axonframework.eventsourcing","eventsourcing",6,"112,6",4,"89,1",,0,0,10,1,34,185,""
"org.axonframework.eventsourcing.annotation","annotation",7,"25,25",6,"25,2",,0,0,10,2,17,95,""
"org.axonframework.eventsourcing.annotation.reflection","reflection",3,"6,112",2,"101,12",,0,0,10,5,8,198,""
"org.axonframework.eventsourcing.eventstore","eventstore",7,"25,25",6,"25,2",,0,0,10,11,224,716,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",7,"25,25",6,"25,2",,0,0,8,7,12,397,""
