"firstCommunityId","communityId","intermediateCommunityIds","memberCount","memberNames","Source Cypher File: Community_Detection/Community_Detection_1d_Stream_Intermediate_Mutated.cypher"
818,2,"818,12,23,2",77,"org.axonframework.messaging.core.Metadata,org.axonframework.messaging.commandhandling.CommandResultMessage,org.axonframework.messaging.commandhandling.GenericCommandMessage,org.axonframework.messaging.core.Message,org.axonframework.messaging.eventhandling.GenericEventMessage,org.axonframework.messaging.core.MessageTypeResolver,org.axonframework.messaging.core.MessageType,org.axonframework.common.ObjectUtils,org.axonframework.messaging.commandhandling.GenericCommandResultMessage,org.axonframework.test.matchers.PayloadsMatcher,org.axonframework.messaging.tracing.SpanUtils,org.axonframework.extension.tracing.opentelemetry.MetadataContextGetter,org.axonframework.messaging.core.annotation.PayloadParameterResolver,org.axonframework.messaging.eventhandling.TerminalEventMessage,org.axonframework.conversion.Converter,org.axonframework.conversion.CachingSupplier,org.axonframework.messaging.core.ResultMessage,org.axonframework.messaging.queryhandling.SubscriptionQueryUpdateMessage,org.axonframework.messaging.queryhandling.QueryResponseMessage,org.axonframework.messaging.commandhandling.gateway.CommandResult,org.axonframework.messaging.core.annotation.MessageHandler,org.axonframework.messaging.core.annotation.MessageStreamResolverUtils,org.axonframework.messaging.core.annotation.AnnotationMessageTypeResolver,org.axonframework.messaging.core.MessageTypeNotResolvedException,org.axonframework.messaging.core.GenericResultMessage,org.axonframework.messaging.core.GenericMessage,org.axonframework.messaging.core.ConversionCache,org.axonframework.messaging.core.AbstractMessage,org.axonframework.messaging.core.MessageDecorator,org.axonframework.messaging.core.Metadata$MetadataCollector,org.axonframework.messaging.commandhandling.gateway.ConvertingCommandGateway$ConvertingCommandResult,org.axonframework.messaging.commandhandling.gateway.DefaultCommandGateway,org.axonframework.messaging.commandhandling.gateway.FutureCommandResult,org.axonframework.messaging.eventhandling.replay.GenericResetContext,org.axonframework.messaging.eventhandling.replay.ResetContext,org.axonframework.messaging.eventhandling.replay.annotation.ResetHandler,org.axonframework.messaging.eventhandling.gateway.EventPublishingUtils,org.axonframework.messaging.core.conversion.DelegatingMessageConverter,org.axonframework.messaging.queryhandling.SimpleQueryUpdateEmitter,org.axonframework.messaging.queryhandling.GenericQueryResponseMessage,org.axonframework.messaging.queryhandling.GenericQueryMessage,org.axonframework.messaging.queryhandling.GenericSubscriptionQueryUpdateMessage,org.axonframework.messaging.queryhandling.tracing.QueryUpdateEmitterSpanFactory,org.axonframework.messaging.core.ConversionCache$Target,org.axonframework.messaging.core.ClassBasedMessageTypeResolver,org.axonframework.messaging.core.annotation.AnnotationMessageTypeResolver$AnnotationSpecification,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$MessageParameterResolver,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory$MetadataParameterResolver,org.axonframework.messaging.core.annotation.MetadataValue,org.axonframework.messaging.core.annotation.DefaultParameterResolverFactory,org.axonframework.messaging.core.interception.LoggingInterceptor,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptor,org.axonframework.messaging.core.interception.annotation.ExceptionHandler,org.axonframework.messaging.core.correlation.MessageOriginProvider,org.axonframework.messaging.core.correlation.SimpleCorrelationDataProvider,org.axonframework.messaging.core.sequencing.ExtractionSequencingPolicy,org.axonframework.messaging.core.sequencing.FullConcurrencyPolicy,org.axonframework.messaging.core.sequencing.MetadataSequencingPolicy,org.axonframework.messaging.core.sequencing.NoOpSequencingPolicy,org.axonframework.messaging.core.HierarchicalMessageTypeResolver,org.axonframework.messaging.core.NamespaceMessageTypeResolver,org.axonframework.messaging.core.NamespaceMessageTypeResolver$Builder,org.axonframework.messaging.tracing.attributes.MessageIdSpanAttributesProvider,org.axonframework.messaging.tracing.attributes.MessageTypeSpanAttributesProvider,org.axonframework.messaging.tracing.attributes.PayloadTypeSpanAttributesProvider,org.axonframework.messaging.tracing.attributes.MessageNameSpanAttributesProvider,org.axonframework.messaging.tracing.attributes.MetadataSpanAttributesProvider,org.axonframework.extension.metrics.micrometer.TagsUtil,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor,org.axonframework.extension.metrics.micrometer.MessageCountingMonitor$1,org.axonframework.axonserver.connector.MetadataConverter$1,org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.util.ProcessingInstructionUtils,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.command.CommandConverter,org.axonframework.axonserver.connector.TargetContextResolver",""
463,5,"463,6,50,5",52,"org.axonframework.messaging.core.MessageStream$Empty,org.axonframework.messaging.core.MessageStream,org.axonframework.messaging.core.MessageStream$Entry,org.axonframework.messaging.core.Context,org.axonframework.messaging.core.SimpleEntry,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain,org.axonframework.eventsourcing.eventstore.ContinuousMessageStream,org.axonframework.messaging.core.MessageStream$Single,org.axonframework.messaging.core.OnErrorContinueMessageStream,org.axonframework.messaging.core.CloseCallbackMessageStream,org.axonframework.messaging.core.MessageStreamUtils,org.axonframework.messaging.core.IteratorMessageStream,org.axonframework.messaging.core.MappedMessageStream,org.axonframework.messaging.core.OnNextMessageStream,org.axonframework.messaging.core.IgnoredEntriesMessageStream,org.axonframework.messaging.core.DelayedMessageStream$Single,org.axonframework.messaging.core.EmptyMessageStream,org.axonframework.messaging.core.FilteringMessageStream,org.axonframework.messaging.core.ConcatenatingMessageStream,org.axonframework.messaging.core.FailedMessageStream,org.axonframework.messaging.core.CompletionCallbackMessageStream,org.axonframework.messaging.core.SingleValueMessageStream,org.axonframework.messaging.core.TruncateFirstMessageStream,org.axonframework.messaging.core.FilteringMessageStream$Single,org.axonframework.messaging.core.CompletionCallbackMessageStream$Single,org.axonframework.messaging.core.MappedMessageStream$Single,org.axonframework.messaging.core.OnNextMessageStream$Single,org.axonframework.messaging.core.DefaultMessageDispatchInterceptorChain$InterceptingDispatcher,org.axonframework.messaging.core.CompletionCallbackMessageStream$Empty,org.axonframework.messaging.core.DelayedMessageStream,org.axonframework.messaging.core.DelayedMessageStream$Empty,org.axonframework.messaging.commandhandling.interception.InterceptingCommandBus$InterceptingDispatcher,org.axonframework.messaging.commandhandling.interception.CommandMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.core.retry.RetryScheduler$Dispatcher,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$QueryInterceptingDispatcher,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingResponseUpdateDispatcher,org.axonframework.messaging.queryhandling.gateway.DefaultQueryGateway,org.axonframework.messaging.core.FluxUtils,org.axonframework.messaging.core.FluxMessageStream,org.axonframework.messaging.core.FluxUtils$FluxStreamAdapter,org.axonframework.messaging.core.DelegatingMessageStream,org.axonframework.messaging.core.MonoUtils,org.axonframework.messaging.core.MessageStreamUtils$Reducer,org.axonframework.messaging.core.MessageStreamUtils$FirstResult,org.axonframework.messaging.core.FluxMessageStream$1,org.axonframework.messaging.core.interception.BeanValidationInterceptor,org.axonframework.messaging.core.retry.AsyncRetryScheduler,org.axonframework.messaging.core.retry.AsyncRetryScheduler$RetryTask,org.axonframework.axonserver.connector.query.AbstractQueryResponseMessageStream,org.axonframework.axonserver.connector.query.FlowControlledResponseSender,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.AxonServerMessageStream",""
760,13,"760,4,11,13",50,"org.axonframework.common.configuration.Configuration,org.axonframework.messaging.core.conversion.MessageConverter,org.axonframework.common.ConstructorUtils,org.axonframework.common.configuration.ComponentNotFoundException,org.axonframework.common.configuration.BaseModule,org.axonframework.eventsourcing.CriteriaResolver,org.axonframework.eventsourcing.EventSourcedEntityFactory,org.axonframework.eventsourcing.annotation.EventSourcedEntity,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolverDefinition,org.axonframework.modelling.annotation.EntityIdResolverDefinition,org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition,org.axonframework.eventsourcing.annotation.EventSourcedEntityFactoryDefinition,org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityFactoryPhase,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$CriteriaResolverPhase,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$MessagingModelPhase,org.axonframework.modelling.configuration.EntityMetamodelConfigurationBuilder,org.axonframework.eventsourcing.configuration.AnnotatedEventSourcedEntityModule,org.axonframework.modelling.EntityIdResolver,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule$EntityIdResolverPhase,org.axonframework.eventsourcing.configuration.EventSourcedEntityModule,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$1,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$2,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$4,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$5,org.axonframework.eventsourcing.configuration.SimpleEventSourcedEntityModule$3,org.axonframework.messaging.monitoring.NoOpMessageMonitor,org.axonframework.messaging.commandhandling.RoutingStrategy,org.axonframework.messaging.commandhandling.CommandPriorityCalculator,org.axonframework.messaging.eventhandling.gateway.EventGateway,org.axonframework.messaging.eventhandling.conversion.DelegatingEventConverter,org.axonframework.messaging.core.ConfigurationApplicationContext,org.axonframework.messaging.core.configuration.MessagingConfigurationDefaults,org.axonframework.messaging.core.correlation.CorrelationDataProvider,org.axonframework.messaging.core.correlation.CorrelationDataProviderRegistry,org.axonframework.messaging.queryhandling.QueryPriorityCalculator,org.axonframework.messaging.core.interception.CorrelationDataInterceptor,org.axonframework.messaging.core.correlation.MultiCorrelationDataProvider,org.axonframework.messaging.core.correlation.DefaultCorrelationDataProviderRegistry,org.axonframework.messaging.core.configuration.reflection.ConfigurationParameterResolverFactory,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration,org.axonframework.modelling.EntityIdResolutionException,org.axonframework.modelling.annotation.InjectEntityParameterResolver,org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolverDefinition,org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolver,org.axonframework.modelling.annotation.TargetEntityId,org.axonframework.modelling.entity.annotation.AnnotatedEntityIdResolver,org.axonframework.extension.springboot.autoconfig.CorrelationDataProviderAutoConfiguration",""
82,4,"82,41,49,4",44,"org.axonframework.test.fixture.AxonTestPhase$Then,org.axonframework.test.fixture.AxonTestPhase$Then$MessageAssertions,org.axonframework.test.fixture.AxonTestPhase$Then$Command,org.axonframework.test.fixture.AxonTestPhase$Then$Message,org.axonframework.test.fixture.AxonTestPhase$Then$Event,org.axonframework.test.fixture.AxonTestPhase$Then$Nothing,org.axonframework.test.fixture.AxonTestPhase$When$Nothing,org.axonframework.test.fixture.AxonTestPhase$When,org.axonframework.messaging.eventhandling.EventMessage,org.axonframework.test.fixture.AxonTestPhase$When$Command,org.axonframework.test.fixture.AxonTestPhase$When$Event,org.axonframework.test.fixture.AxonTestPhase$Setup,org.axonframework.test.fixture.AxonTestWhen,org.axonframework.messaging.eventhandling.EventSink,org.axonframework.common.configuration.AxonConfiguration,org.axonframework.test.fixture.AxonTestWhen$Event,org.axonframework.test.fixture.RecordingEventSink,org.axonframework.test.fixture.RecordingComponentsRegistry,org.axonframework.test.fixture.AxonTestWhen$Command,org.axonframework.test.fixture.AxonTestFixture$Customization,org.axonframework.test.fixture.AxonTestWhen$Nothing,org.axonframework.test.fixture.AxonTestPhase$Given,org.axonframework.test.matchers.PayloadMatcher,org.axonframework.test.fixture.AxonTestThenEvent,org.axonframework.test.fixture.Reporter,org.axonframework.test.fixture.AxonTestThenMessage,org.axonframework.test.fixture.RecordingEventBus,org.axonframework.test.AxonAssertionError,org.axonframework.test.fixture.AxonTestThenCommand,org.axonframework.test.fixture.AxonTestFixture,org.axonframework.test.fixture.AxonTestGiven,org.axonframework.test.fixture.MessagesRecordingConfigurationEnhancer,org.axonframework.test.fixture.AxonTestThenNothing,org.axonframework.test.fixture.AxonTestPhase,org.axonframework.test.extension.AxonFrameworkExtension,org.axonframework.messaging.eventhandling.interception.EventMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.eventhandling.gateway.DefaultEventGateway,org.axonframework.messaging.eventhandling.processing.streaming.pooled.DefaultWorkPackageEventFilter,org.axonframework.messaging.eventhandling.processing.errorhandling.ErrorContext,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.SegmentMatcher,org.axonframework.messaging.eventhandling.tracing.EventBusSpanFactory,org.axonframework.axonserver.connector.event.TaggedEventConverter,org.axonframework.axonserver.connector.event.StreamingEventMessageStream,org.axonframework.modelling.PayloadBasedEntityEvolver",""
452,8,"452,237,19,8",36,"org.axonframework.messaging.core.unitofwork.ProcessingContext,org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback,org.axonframework.messaging.core.Context$ResourceKey,org.axonframework.messaging.core.LegacyResources,org.axonframework.messaging.eventhandling.SimpleEventBus,org.axonframework.messaging.monitoring.interception.MonitoringEventHandlerInterceptor,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle,org.axonframework.messaging.core.unitofwork.ResourceOverridingProcessingContext,org.axonframework.messaging.monitoring.interception.MonitoringQueryHandlerInterceptor,org.axonframework.messaging.monitoring.interception.MonitoringSubscriptionQueryUpdateDispatchInterceptor,org.axonframework.messaging.monitoring.interception.MonitoringCommandHandlerInterceptor,org.axonframework.messaging.monitoring.interception.MonitoringEventDispatchInterceptor,org.axonframework.messaging.monitoring.MultiMessageMonitor$1,org.axonframework.messaging.monitoring.NoOpMessageMonitorCallback,org.axonframework.messaging.commandhandling.gateway.CommandDispatcher,org.axonframework.messaging.commandhandling.gateway.ContextAwareCommandDispatcher,org.axonframework.messaging.commandhandling.gateway.CommandGateway,org.axonframework.messaging.core.unitofwork.LegacyMessageSupportingContext,org.axonframework.messaging.core.sequencing.SequentialPerAggregatePolicy,org.axonframework.messaging.commandhandling.gateway.ConvertingCommandGateway,org.axonframework.messaging.eventhandling.annotation.SequenceNumberParameterResolverFactory,org.axonframework.messaging.eventhandling.annotation.SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,org.axonframework.messaging.eventhandling.annotation.SequenceNumber,org.axonframework.messaging.eventhandling.gateway.EventAppender,org.axonframework.messaging.eventhandling.EventSubscribers,org.axonframework.messaging.eventhandling.gateway.ProcessingContextEventAppender,org.axonframework.messaging.eventhandling.processing.streaming.pooled.EventSchedulingProcessingContext,org.axonframework.messaging.core.SimpleContext,org.axonframework.messaging.core.EmptyContext,org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$DefaultPhases,org.axonframework.messaging.queryhandling.QueryUpdateEmitter,org.axonframework.messaging.queryhandling.gateway.QueryGateway,org.axonframework.messaging.core.annotation.AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver,org.axonframework.messaging.core.annotation.SourceIdParameterResolverFactory$SourceIdParameterResolver,org.axonframework.messaging.core.interception.annotation.ResultParameterResolverFactory,org.axonframework.messaging.core.interception.annotation.ResultParameterResolverFactory$ExceptionResultParameterResolver",""
504,23,"504,21,25,23",31,"org.axonframework.common.annotation.Internal,org.axonframework.common.util.ClasspathResolver,org.axonframework.messaging.core.annotation.MessageHandlingMember,org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember,org.axonframework.messaging.core.annotation.AnnotatedHandlerInspector,org.axonframework.messaging.core.interception.annotation.MessageInterceptingMember,org.axonframework.messaging.core.annotation.ChainedMessageHandlerInterceptorMember,org.axonframework.messaging.core.annotation.HandlerComparator,org.axonframework.messaging.core.interception.annotation.NoMoreInterceptors,org.axonframework.messaging.core.annotation.AnnotatedHandlerInspector$ExecutableSignature,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain,org.axonframework.messaging.commandhandling.annotation.MethodCommandHandlerDefinition,org.axonframework.messaging.commandhandling.annotation.MethodCommandHandlerDefinition$MethodCommandHandlingMember,org.axonframework.messaging.core.sequencing.SequentialPolicy,org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition,org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember,org.axonframework.messaging.core.annotation.SequencingPolicy,org.axonframework.messaging.eventhandling.annotation.MethodEventHandlerDefinition,org.axonframework.messaging.eventhandling.annotation.MethodEventHandlerDefinition$MethodEventMessageHandlingMember,org.axonframework.messaging.eventhandling.replay.annotation.ReplayAwareMessageHandlerWrapper,org.axonframework.messaging.eventhandling.replay.annotation.ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember,org.axonframework.messaging.core.annotation.UnsupportedHandlerException,org.axonframework.messaging.eventhandling.annotation.AnnotatedEventHandlingComponent,org.axonframework.messaging.eventhandling.annotation.EventHandlingMember,org.axonframework.messaging.queryhandling.annotation.MethodQueryHandlerDefinition$MethodQueryHandlingMember,org.axonframework.messaging.queryhandling.annotation.MethodQueryHandlerDefinition,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorDefinition,org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent,org.axonframework.modelling.StateEvolvingException",""
805,5,"805,7,50,5",23,"org.axonframework.messaging.queryhandling.configuration.QueryHandlingModule,org.axonframework.messaging.queryhandling.QueryMessage,org.axonframework.messaging.queryhandling.distributed.QueryBusConnector$UpdateCallback,org.axonframework.messaging.queryhandling.QueryExecutionException,org.axonframework.messaging.queryhandling.interception.InterceptingQueryBus$InterceptingHandler,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain,org.axonframework.messaging.queryhandling.QueryHandler,org.axonframework.messaging.queryhandling.QueryHandlerRegistry,org.axonframework.messaging.queryhandling.QueryHandlingComponent,org.axonframework.messaging.queryhandling.NoHandlerForQueryException,org.axonframework.messaging.queryhandling.annotation.AnnotatedQueryHandlingComponent,org.axonframework.messaging.queryhandling.SimpleQueryHandlingComponent,org.axonframework.messaging.queryhandling.annotation.QueryHandlingMember,org.axonframework.messaging.queryhandling.distributed.DistributedQueryBus,org.axonframework.messaging.queryhandling.distributed.DistributedQueryBus$DistributedHandler,org.axonframework.messaging.queryhandling.DuplicateQueryHandlerSubscriptionException,org.axonframework.messaging.queryhandling.interception.QueryMessageHandlerInterceptorChain$InterceptingHandler,org.axonframework.messaging.queryhandling.SimpleQueryBus,org.axonframework.messaging.core.QueueMessageStream,org.axonframework.messaging.queryhandling.SubscriptionQueryAlreadyRegisteredException,org.axonframework.messaging.queryhandling.configuration.QueryHandlingModule$QueryHandlerPhase,org.axonframework.messaging.queryhandling.configuration.QueryHandlingModule$SetupPhase,org.axonframework.messaging.queryhandling.configuration.SimpleQueryHandlingModule",""
694,3,"694,53,28,3",22,"org.axonframework.messaging.core.unitofwork.UnitOfWorkFactory,org.axonframework.common.FutureUtils,org.axonframework.messaging.eventstreaming.StreamableEventSource,org.axonframework.messaging.eventhandling.processing.streaming.token.store.TokenStore,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment,org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.MaxSegmentProvider,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage,org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$Builder,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$BatchProcessor,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$Builder,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$EventFilter,org.axonframework.messaging.eventstreaming.TrackingTokenSource,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$RunState,org.axonframework.messaging.eventhandling.processing.streaming.pooled.MergeTask,org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$CoordinationTask,org.axonframework.messaging.eventhandling.processing.streaming.pooled.SplitTask,org.axonframework.messaging.eventhandling.processing.streaming.pooled.ClaimTask,org.axonframework.messaging.eventhandling.processing.streaming.pooled.CoordinatorTask,org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage$DefaultProcessingEntry",""
402,13,"402,108,11,13",21,"org.axonframework.common.configuration.ApplicationConfigurer,org.axonframework.common.configuration.ComponentRegistry,org.axonframework.common.configuration.ComponentBuilder,org.axonframework.common.configuration.ModuleBuilder,org.axonframework.modelling.configuration.EntityModule,org.axonframework.eventsourcing.configuration.EventSourcingConfigurer,org.axonframework.messaging.core.configuration.MessagingConfigurer,org.axonframework.modelling.configuration.ModellingConfigurer,org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory,org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry,org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$1,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule,org.axonframework.modelling.configuration.ModellingConfigurationDefaults,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$3,org.axonframework.modelling.configuration.SimpleStateBasedEntityModule$2,org.axonframework.modelling.configuration.StateBasedEntityModule$PersisterPhase,org.axonframework.modelling.configuration.StateBasedEntityModule$MessagingMetamodelPhase,org.axonframework.modelling.configuration.StateBasedEntityModule$EntityIdResolverPhase,org.axonframework.modelling.configuration.StateBasedEntityModule,org.axonframework.modelling.configuration.StateBasedEntityModule$RepositoryPhase",""
1001,14,"1001,33,30,14",19,"org.axonframework.common.AxonException,org.axonframework.common.ProcessRetriesExhaustedException,org.axonframework.common.ExceptionUtils,org.axonframework.common.ProcessUtils,org.axonframework.eventsourcing.eventstore.EventStoreException,org.axonframework.eventsourcing.eventstore.jpa.SQLStateResolver,org.axonframework.messaging.eventhandling.TransactionMethodExecutionException,org.axonframework.messaging.core.annotation.MessageHandlerInvocationException,org.axonframework.messaging.core.EventPublicationFailedException,org.axonframework.axonserver.connector.util.ExceptionConverter,org.axonframework.axonserver.connector.ErrorCode,org.axonframework.axonserver.connector.AxonServerException,org.axonframework.axonserver.connector.query.AxonServerQueryDispatchException,org.axonframework.axonserver.connector.ErrorCode$ExceptionBuilder,org.axonframework.modelling.ConcurrencyException,org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.util.GrpcExceptionParser,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream,org.axonframework.axonserver.connector.DefaultInstructionAckSource",""
