"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: domains/archetypes/labels/ArchetypeAuthority.cypher"
"axon-common-5.0.3","common","org.axonframework.common",11.293971497104378,5.912804370951201,0,1,""
"axon-common-5.0.3","io","org.axonframework.common.io",0.3772773987845304,0.19989692721743801,0.011736204605776518,2,""
"axon-common-5.0.3","function","org.axonframework.common.function",0.24795287067495858,0.17681481795766255,0.004136678317047642,3,""
"axon-messaging-5.0.3","processing","org.axonframework.messaging.eventhandling.processing",0.23994903342262586,0.19567734146197654,0.00014530699133080693,4,""
"axon-metrics-micrometer-5.0.3","micrometer","org.axonframework.extension.metrics.micrometer",0.23500000000000004,0.19123989218328843,0.0004712229812251969,5,""
"axon-spring-boot-autoconfigure-5.0.3","actuator","org.axonframework.extension.springboot.actuator",0.20225977727272731,0.17294103242052483,0.0007086310739992307,6,""
"axon-spring-boot-autoconfigure-5.0.3","autoconfig","org.axonframework.extension.springboot.autoconfig",0.17125,0.16030997304582212,0.000117805745306299,7,""
"axon-messaging-5.0.3","annotation","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation",0.15000000000000002,0.15000000000000002,0,8,""
"axon-messaging-5.0.3","tracing","org.axonframework.messaging.commandhandling.tracing",0.15000000000000002,0.15000000000000002,0,9,""
"axon-messaging-5.0.3","tracing","org.axonframework.messaging.queryhandling.tracing",0.15000000000000002,0.15000000000000002,0,10,""
