"artifactName","packagesInArtifactCount","packagesCount","packageSpread","typesInArtifactCount","typesCount","typesSpread","dependencyArtifactName","dependencyTypeIsInterface","dependencyPackagesCount","dependencyTypesCount","someDependencyPackages","someDependencyTypes","someCallingPackages","someCallingTypes","Source Cypher File: Artifact_Dependencies/Artifacts_with_dependencies_to_other_artifacts.cypher"
"axon-eventsourcing-4.11.0",9,9,100,133,75,56.39,"axon-messaging-4.11.0",true,17,40,"org.axonframework.commandhandling,org.axonframework.common.caching","CommandMessage,Cache,JdbcUtils$SqlResultConverter,JdbcUtils$SqlFunction","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing","ConflictResolution,CachingEventSourcingRepository,EventSourcingRepository$Builder,JdbcEventStorageEngine",""
"axon-modelling-4.11.0",10,9,90,158,90,56.96,"axon-messaging-4.11.0",true,15,39,"org.axonframework.commandhandling,org.axonframework.common","CommandMessage,CommandMessageHandler,CommandBus,CommandMessageHandlingMember","org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","ChildForwardingCommandMessageHandlingMember,MetaDataCommandTargetResolver,AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler,AbstractRepository",""
"axon-modelling-4.11.0",10,9,90,158,79,50,"axon-messaging-4.11.0",false,14,46,"org.axonframework.commandhandling,org.axonframework.common","RoutingKey,NoHandlerForCommandException,AxonConfigurationException,AxonTransientException","org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","TargetAggregateIdentifier,AggregateAnnotationCommandHandler,AnnotatedAggregate,JpaSagaStore$Builder",""
"axon-eventsourcing-4.11.0",9,9,100,133,44,33.08,"axon-messaging-4.11.0",false,12,40,"org.axonframework.common,org.axonframework.common.io","AxonConfigurationException,DateTimeUtils,DirectExecutor,AxonThreadFactory","org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.legacyjpa","AbstractEventStorageEngine$Builder,JpaEventStorageEngine$Builder,JdbcEventStorageEngine$Builder,SQLErrorCodesResolver",""
"axon-test-4.11.0",8,8,100,87,29,33.33,"axon-messaging-4.11.0",false,8,38,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","AnnotationCommandHandlerAdapter,SimpleCommandBus$Builder,SimpleCommandBus,GenericCommandMessage","org.axonframework.test.aggregate,org.axonframework.test.utils","AggregateTestFixture,RecordingCommandBus,SagaTestFixture$StubAwareCommandGatewayFactory,SagaTestFixture$StubAwareCommandGatewayFactory$Builder",""
"axon-server-connector-4.11.0",11,8,72.73,142,60,42.25,"axon-messaging-4.11.0",true,19,58,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandResultMessage,CommandMessage,DuplicateCommandHandlerResolver,CommandCallback","org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector","AxonServerCommandBus$CommandProcessingTask,AxonServerCommandBus,CommandSerializer,GrpcBackedCommandMessage",""
"axon-test-4.11.0",8,7,87.5,87,35,40.23,"axon-messaging-4.11.0",true,10,31,"org.axonframework.commandhandling,org.axonframework.commandhandling.gateway","CommandResultMessage,CommandMessage,CommandCallback,CommandBus","org.axonframework.test.aggregate,org.axonframework.test.saga","ResultValidator,AggregateTestFixture$ExecutionExceptionAwareCallback,ResultValidatorImpl,CommandValidator",""
"axon-server-connector-4.11.0",11,7,63.64,142,47,33.1,"axon-messaging-4.11.0",false,20,73,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks","SimpleCommandBus$Builder,SimpleCommandBus,CommandExecutionException,LoggingDuplicateCommandHandlerResolver","org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command","ServerConnectorConfigurerModule,ErrorCode,CommandSerializer,AxonServerCommandBus",""
"axon-spring-boot-autoconfigure-4.11.0",9,5,55.56,88,21,23.86,"axon-messaging-4.11.0",true,23,49,"org.axonframework.commandhandling,org.axonframework.commandhandling.distributed","CommandMessage,DuplicateCommandHandlerResolver,CommandBus,CommandBusSpanFactory","org.axonframework.springboot.autoconfig,org.axonframework.springboot.autoconfig.legacyjpa","AxonServerBusAutoConfiguration,InterceptorAutoConfiguration,AxonAutoConfiguration,AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule",""
"axon-eventsourcing-4.11.0",9,4,44.44,133,12,9.02,"axon-modelling-4.11.0",false,2,10,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","AggregateStreamCreationException,LockAwareAggregate,AggregateNotFoundException,ConflictingAggregateVersionException","org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing","AbstractEventStorageEngine,EventSourcingRepository,AggregateDeletedException,DefaultConflictResolver",""
