"codeUnitName","shortCodeUnitName","projectName","pageToArticleRankSign","pageToArticleRankDifferenceZScore","pageToArticleRankDifference","pageRank","articleRank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionPotentialImbalancedRoles.cypher"
"org.axonframework.serialization.SerializedType","SerializedType","axon-messaging-4.12.1",1,23.877250589484994,66.47285493258633,69.23378979719622,2.760934864609894,""
"org.axonframework.serialization.SimpleSerializedType","SimpleSerializedType","axon-messaging-4.12.1",1,21.10450796333276,58.791469642826364,59.543254221779875,0.7517845789535104,""
"org.axonframework.messaging.Message","Message","axon-messaging-4.12.1",1,10.895622271528644,30.509585980696738,41.04422037196336,10.534634391266625,""
"org.axonframework.messaging.MetaData","MetaData","axon-messaging-4.12.1",1,9.222617454281071,25.874826709607603,28.980766664317827,3.105939954710224,""
"org.axonframework.serialization.SerializedObject","SerializedObject","axon-messaging-4.12.1",1,7.286910958420589,20.512299635383883,25.042980143091935,4.530680507708051,""
"org.axonframework.common.Assert","Assert","axon-messaging-4.12.1",1,6.562611455494577,18.505757991496424,20.356428149863547,1.8506701583671223,""
"org.axonframework.serialization.Serializer","Serializer","axon-messaging-4.12.1",1,6.511926091152743,18.365343295812327,24.02589820116485,5.660554905352522,""
"org.axonframework.messaging.MetaData$MetaDataCollector","MetaData$MetaDataCollector","axon-messaging-4.12.1",1,6.228246905416016,17.579461078048368,18.623845011945537,1.0443839338971688,""
"org.axonframework.common.AxonException","AxonException","axon-messaging-4.12.1",1,4.7006545505505715,13.347540908920852,15.74091466797916,2.393373759058309,""
"org.axonframework.messaging.MetaData$1","MetaData$1","axon-messaging-4.12.1",1,4.218284138420498,12.011220345662066,12.639498147540518,0.628277801878452,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-messaging-4.12.1",1,2.932707743248574,8.449761911836948,10.685112467685183,2.2353505558482354,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema","EventSchema","axon-eventsourcing-4.12.1",1,2.7817800528208596,8.031643861450961,9.75592704444389,1.7242831829929293,""
"org.axonframework.eventhandling.EventMessage","EventMessage","axon-messaging-4.12.1",1,2.461623720538383,7.144708262732647,11.737469678941904,4.592761416209258,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder","EventSchema$Builder","axon-eventsourcing-4.12.1",1,2.2096652888527557,6.44670269505876,7.6882072133194255,1.2415045182606652,""
