"codeUnitName","shortCodeUnitName","projectName","pageToArticleRankSign","pageToArticleRankDifferenceZScore","pageToArticleRankDifference","pageRank","articleRank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionPotentialImbalancedRoles.cypher"
"org.axonframework.common.TypeReference","TypeReference","axon-common-5.0.1",1,21.381497220772058,29.746995593986348,34.57633260052814,4.829337006541793,""
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","axon-messaging-5.0.1",1,9.955852052382356,13.987179709621795,21.391352628785544,7.404172919163749,""
"org.axonframework.common.TypeReference$2","TypeReference$2","axon-common-5.0.1",1,9.63404630584665,13.543301115355248,14.843833201658303,1.3005320863030532,""
"org.axonframework.common.TypeReference$1","TypeReference$1","axon-common-5.0.1",1,9.63404630584665,13.543301115355248,14.843833201658303,1.3005320863030532,""
"org.axonframework.common.infra.ComponentDescriptor","ComponentDescriptor","axon-common-5.0.1",1,7.365560446489352,10.41429448571963,11.890884182582422,1.4765896968627923,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","axon-common-5.0.1",1,7.340321041084003,10.379480838318816,12.02926602910772,1.6497851907889036,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext","ProcessingContext","axon-messaging-5.0.1",1,6.87301879105912,9.734913523808086,17.104487423340398,7.369573899532313,""
"org.axonframework.messaging.core.Message","Message","axon-messaging-5.0.1",1,6.764049296762947,9.584607861255988,18.204204073406213,8.619596212150226,""
"org.axonframework.common.AxonException","AxonException","axon-common-5.0.1",1,5.50561543421317,7.848803389460951,9.385056520897797,1.5362531314368455,""
"org.axonframework.messaging.core.Metadata","Metadata","axon-messaging-5.0.1",1,4.783138133687021,6.85226366946109,8.067559498840009,1.2152958293789187,""
"org.axonframework.messaging.core.Metadata$MetadataCollector","Metadata$MetadataCollector","axon-messaging-5.0.1",1,4.494808579589918,6.454560028255533,7.006841190053885,0.552281161798352,""
"org.axonframework.conversion.Converter","Converter","axon-conversion-5.0.1",1,4.2725922987375675,6.148048875394757,10.560490780876524,4.412441905481767,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-common-5.0.1",1,3.511310357833657,5.097984476586873,6.467258723614441,1.3692742470275683,""
"org.axonframework.common.StringUtils","StringUtils","axon-common-5.0.1",1,3.4570908411284624,5.0231974874917515,6.0499675520968825,1.026770064605131,""
"org.axonframework.messaging.core.Context","Context","axon-messaging-5.0.1",1,3.345700776089349,4.869553041992904,8.114195771827221,3.2446427298343172,""
"org.axonframework.common.configuration.Configuration","Configuration","axon-common-5.0.1",1,3.344958017012336,4.868528526866831,7.451358382350877,2.582829855484047,""
"org.axonframework.common.annotation.Internal","Internal","axon-common-5.0.1",1,3.0236449125343396,4.425329452050778,6.2061890032896025,1.780859551238825,""
"org.axonframework.common.configuration.ComponentNotFoundException","ComponentNotFoundException","axon-common-5.0.1",1,2.711898194646083,3.9953256488461752,4.910847415562479,0.915521766716304,""
"org.axonframework.eventsourcing.eventstore.Position","Position","axon-eventsourcing-5.0.1",1,2.2444011905812147,3.3504897028693295,4.015643778385784,0.6651540755164547,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition","axon-eventsourcing-5.0.1",1,2.167444989038006,3.2443411616178985,3.5630215198265893,0.3186803582086908,""
