"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"/axon-test-5.0.3.jar","axon-test-5.0.3",0,"5",0,"5",,0,0,4,1,1,3,""
"/axon-common-5.0.3.jar","axon-common-5.0.3",0,"5",0,"5",,0,0,5,3,10,0,""
"/axon-tracing-opentelemetry-5.0.3.jar","axon-tracing-opentelemetry-5.0.3",0,"5",0,"5",,0,0,2,1,0,2,""
"/axon-eventsourcing-5.0.3.jar","axon-eventsourcing-5.0.3",0,"5",0,"5",,0,0,5,4,3,4,""
"/axon-conversion-5.0.3.jar","axon-conversion-5.0.3",1,"1",1,"10",,0,0,5,1,4,1,""
"/axon-messaging-5.0.3.jar","axon-messaging-5.0.3",0,"5",0,"5",,0,0,5,0,7,2,""
"/axon-update-5.0.3.jar","axon-update-5.0.3",1,"1",1,"10",,0,0,2,0,1,1,""
"/axon-metrics-micrometer-5.0.3.jar","axon-metrics-micrometer-5.0.3",0,"5",0,"5",,0,0,3,4,0,3,""
"/axon-server-connector-5.0.3.jar","axon-server-connector-5.0.3",0,"5",0,"5",,0,0,5,1,1,4,""
"/axon-modelling-5.0.3.jar","axon-modelling-5.0.3",0,"5",0,"5",,0,0,5,2,2,3,""
"/axon-spring-boot-autoconfigure-5.0.3.jar","axon-spring-boot-autoconfigure-5.0.3",1,"1",1,"10",,0,0,5,2,1,7,""
