"codeUnitName","shortCodeUnitName","projectName","pageToArticleRankSign","pageToArticleRankDifferenceZScore","pageToArticleRankDifference","pageRank","articleRank","Source Cypher File: /home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/domains/anomaly-detection/queries/AnomalyDetectionPotentialImbalancedRoles.cypher"
"org.axonframework.serialization.SerializedType","SerializedType","axon-messaging-4.12.1",1,23.877250589484994,66.47285493258633,69.23378979719622,2.760934864609894,""
"org.axonframework.serialization.SimpleSerializedType","SimpleSerializedType","axon-messaging-4.12.1",1,21.10450796333276,58.791469642826364,59.543254221779875,0.7517845789535104,""
"org.axonframework.messaging.Message","Message","axon-messaging-4.12.1",1,10.895622271528646,30.50958598069674,41.04422037196336,10.534634391266621,""
"org.axonframework.messaging.MetaData","MetaData","axon-messaging-4.12.1",1,9.222617454281071,25.874826709607603,28.980766664317827,3.105939954710223,""
"org.axonframework.serialization.SerializedObject","SerializedObject","axon-messaging-4.12.1",1,7.286910958420589,20.512299635383883,25.04298014309193,4.53068050770805,""
"org.axonframework.common.Assert","Assert","axon-messaging-4.12.1",1,6.562611455494576,18.50575799149642,20.356428149863543,1.8506701583671223,""
"org.axonframework.serialization.Serializer","Serializer","axon-messaging-4.12.1",1,6.511926091152744,18.36534329581233,24.02589820116485,5.660554905352521,""
"org.axonframework.messaging.MetaData$MetaDataCollector","MetaData$MetaDataCollector","axon-messaging-4.12.1",1,6.228246905416015,17.579461078048364,18.623845011945534,1.0443839338971685,""
"org.axonframework.common.AxonException","AxonException","axon-messaging-4.12.1",1,4.7006545505505715,13.347540908920852,15.74091466797916,2.393373759058309,""
"org.axonframework.messaging.MetaData$1","MetaData$1","axon-messaging-4.12.1",1,4.218284138420498,12.011220345662066,12.639498147540518,0.6282778018784518,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","axon-messaging-4.12.1",1,2.9327077432485744,8.44976191183695,10.685112467685185,2.235350555848236,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema","EventSchema","axon-eventsourcing-4.12.1",1,2.7817800528208596,8.031643861450961,9.75592704444389,1.7242831829929293,""
"org.axonframework.eventhandling.EventMessage","EventMessage","axon-messaging-4.12.1",1,2.4616237205383826,7.144708262732646,11.737469678941903,4.592761416209257,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder","EventSchema$Builder","axon-eventsourcing-4.12.1",1,2.2096652888527557,6.44670269505876,7.6882072133194255,1.2415045182606652,""
